@relation parking

@attribute id numeric
@attribute day_of_week {monday, tuesday, wednesday, thursday, friday, saturday, sunday}
@attribute minutes numeric
@attribute free numeric 

@data
5,wednesday,660,82
5,thursday,900,146
138,saturday,0,0
8,thursday,900,35
4,tuesday,360,505
8,thursday,900,24
9,monday,840,276
8,monday,480,275
10,monday,1020,49
5,wednesday,660,44
10,tuesday,720,1
10,tuesday,720,2
8,thursday,900,62
10,tuesday,720,3
5,wednesday,660,47
8,monday,480,317
5,thursday,900,112
2,friday,600,108
12,monday,1200,83
4,thursday,480,421
5,thursday,900,122
10,tuesday,720,0
4,thursday,480,431
9,monday,840,316
2,sunday,1200,300
2,sunday,1200,301
10,tuesday,60,310
10,monday,1020,126
12,saturday,120,38
138,sunday,240,0
2,tuesday,660,129
4,saturday,1140,429
9,thursday,1200,326
8,saturday,1080,144
12,saturday,120,57
8,thursday,900,76
8,saturday,1080,139
10,tuesday,60,321
5,thursday,900,100
1,monday,180,310
4,saturday,1140,414
10,wednesday,960,131
10,wednesday,960,136
10,friday,420,373
2,friday,1260,294
9,thursday,1200,298
9,tuesday,1260,325
10,wednesday,960,126
5,wednesday,660,123
2,friday,1260,297
10,wednesday,960,118
2,friday,600,187
138,tuesday,1080,0
1,thursday,120,295
1,thursday,120,293
12,sunday,1020,85
4,thursday,480,509
12,sunday,1020,88
6,tuesday,600,92
12,tuesday,420,142
1,friday,1020,260
1,thursday,120,311
12,tuesday,420,139
5,tuesday,240,287
1,thursday,120,302
10,thursday,0,275
9,saturday,660,340
6,friday,960,88
9,saturday,660,341
10,thursday,0,259
6,tuesday,600,86
6,thursday,720,55
1,sunday,480,310
138,wednesday,1320,0
10,tuesday,780,3
10,thursday,0,227
6,thursday,720,65
10,thursday,0,229
6,thursday,720,67
4,monday,120,502
5,wednesday,660,33
5,wednesday,660,37
9,wednesday,300,350
5,wednesday,660,40
6,monday,360,104
5,wednesday,660,41
10,saturday,180,283
6,thursday,780,69
5,monday,0,244
6,thursday,780,65
2,monday,420,358
6,thursday,780,67
6,sunday,1140,101
1,tuesday,1320,253
9,sunday,900,348
6,sunday,1140,99
6,thursday,780,85
5,monday,0,267
5,friday,840,83
4,thursday,480,505
9,saturday,0,347
10,saturday,180,255
2,monday,420,337
1,tuesday,1320,273
1,thursday,600,220
6,wednesday,540,96
4,thursday,540,421
8,monday,0,239
9,monday,1320,350
8,tuesday,240,305
8,tuesday,240,306
12,wednesday,660,81
8,tuesday,720,103
2,sunday,720,284
6,wednesday,540,92
5,monday,1200,76
4,wednesday,780,185
4,thursday,540,431
9,monday,1320,343
4,thursday,960,408
10,tuesday,1200,55
4,thursday,960,395
138,tuesday,600,0
4,wednesday,780,147
4,wednesday,780,146
138,thursday,1260,0
1,thursday,600,216
4,monday,1320,384
12,tuesday,1140,40
8,monday,0,175
12,tuesday,1140,33
4,thursday,540,348
138,saturday,480,0
5,sunday,1020,252
9,friday,960,318
10,tuesday,1200,137
9,friday,960,314
4,thursday,960,355
5,sunday,1020,243
5,saturday,1080,168
8,thursday,180,292
4,thursday,960,341
8,thursday,180,299
2,sunday,720,318
8,tuesday,720,49
4,thursday,540,342
138,wednesday,840,0
12,sunday,540,87
12,sunday,540,84
138,saturday,60,0
8,wednesday,660,97
1,saturday,780,286
8,wednesday,660,90
138,sunday,720,0
1,wednesday,360,306
1,wednesday,360,305
8,wednesday,660,75
9,tuesday,1260,337
2,thursday,1320,309
6,saturday,0,92
9,tuesday,1260,342
2,thursday,1320,314
10,thursday,1380,153
10,sunday,600,361
2,tuesday,660,89
5,saturday,1080,196
8,wednesday,660,120
1,saturday,780,281
1,friday,540,217
1,thursday,600,158
9,thursday,60,349
4,sunday,1380,500
12,saturday,600,95
9,saturday,1140,349
4,sunday,1380,495
6,tuesday,120,94
6,tuesday,120,95
9,monday,1320,275
2,tuesday,180,349
10,sunday,600,345
9,saturday,1140,347
9,thursday,60,347
6,thursday,1200,90
10,thursday,1380,90
6,thursday,1200,84
12,saturday,600,64
4,monday,1320,458
12,monday,720,77
1,thursday,600,133
12,monday,720,80
4,friday,1200,395
5,tuesday,1380,206
5,tuesday,1380,228
4,friday,1200,387
1,friday,540,278
5,wednesday,180,276
10,wednesday,480,301
4,thursday,1200,343
5,wednesday,180,282
2,wednesday,1320,274
4,friday,0,502
138,wednesday,360,0
10,wednesday,480,306
4,friday,0,498
5,monday,960,193
5,wednesday,180,274
12,monday,480,142
4,sunday,660,501
4,sunday,660,499
5,monday,960,183
12,monday,480,132
1,wednesday,840,202
6,thursday,300,101
5,saturday,120,212
9,monday,120,350
6,monday,1080,92
5,monday,960,176
10,friday,660,6
12,tuesday,900,74
1,wednesday,840,192
6,thursday,300,99
6,thursday,300,98
8,wednesday,420,292
10,friday,660,10
8,wednesday,420,293
6,sunday,660,102
6,monday,1080,84
10,friday,660,11
8,thursday,420,252
12,friday,840,50
4,wednesday,60,503
4,thursday,1200,356
6,friday,0,95
8,monday,960,135
138,friday,1020,0
10,sunday,1080,331
10,friday,660,37
2,wednesday,1320,251
5,saturday,120,185
10,monday,540,198
10,sunday,840,245
8,monday,1200,176
5,friday,1320,110
10,wednesday,480,385
10,sunday,840,262
1,saturday,60,299
2,monday,1380,341
2,wednesday,1320,314
10,friday,900,104
1,saturday,60,294
2,monday,1380,343
10,friday,900,93
2,wednesday,1320,301
9,friday,480,325
2,saturday,540,315
4,friday,0,507
5,friday,1320,143
4,friday,0,506
12,friday,1080,61
4,monday,600,267
2,saturday,540,324
4,monday,1080,406
9,friday,720,239
12,friday,1080,59
8,thursday,180,215
12,monday,240,135
9,friday,720,247
12,monday,240,137
138,wednesday,600,0
2,thursday,120,324
4,wednesday,300,503
8,thursday,180,218
6,friday,240,94
9,friday,480,350
4,monday,1080,384
1,monday,660,128
9,wednesday,540,327
9,friday,720,213
4,wednesday,1260,354
138,saturday,960,0
9,friday,720,234
6,thursday,60,93
6,thursday,60,94
1,wednesday,840,151
10,friday,1140,103
10,friday,1140,104
8,saturday,360,213
9,wednesday,540,251
10,friday,1140,93
1,wednesday,840,146
10,friday,1140,96
2,saturday,300,324
2,saturday,300,325
8,monday,720,112
1,saturday,300,315
2,thursday,1080,218
8,saturday,360,227
4,wednesday,1260,385
12,friday,840,60
6,sunday,420,102
1,sunday,1200,307
2,thursday,1080,187
10,sunday,1080,283
4,sunday,900,486
1,sunday,1200,310
4,sunday,900,485
12,wednesday,660,46
12,wednesday,660,42
1,monday,660,106
2,thursday,120,297
4,wednesday,1260,418
8,monday,720,84
2,thursday,1080,172
12,wednesday,660,33
4,wednesday,1260,416
12,sunday,1260,109
10,sunday,1320,232
1,wednesday,1320,281
2,monday,900,171
1,wednesday,1320,257
12,sunday,1260,106
2,thursday,360,359
6,monday,600,75
12,monday,0,121
1,wednesday,1320,264
10,monday,300,392
4,friday,720,207
12,sunday,1260,103
2,thursday,360,358
138,saturday,1200,0
2,thursday,360,357
2,thursday,840,167
2,thursday,840,168
8,wednesday,1380,147
6,monday,600,93
4,friday,480,508
10,wednesday,240,381
1,friday,1260,259
9,wednesday,1020,248
1,friday,1260,263
10,wednesday,240,391
10,wednesday,240,390
4,wednesday,1020,374
10,wednesday,0,287
10,sunday,1320,285
8,wednesday,1140,78
2,saturday,1020,257
10,wednesday,240,338
4,wednesday,1020,394
9,wednesday,1020,281
138,friday,780,0
9,wednesday,1020,278
8,wednesday,1140,101
5,saturday,600,221
4,wednesday,1020,403
2,saturday,1020,236
9,wednesday,1020,276
6,wednesday,1260,91
5,saturday,840,7
6,wednesday,1260,89
12,monday,0,130
5,wednesday,1140,98
9,wednesday,780,175
12,tuesday,1380,104
4,wednesday,1020,416
6,wednesday,1260,81
12,tuesday,1380,106
6,wednesday,1260,78
5,wednesday,420,282
12,tuesday,1380,95
5,wednesday,420,283
8,wednesday,1140,112
10,monday,780,58
8,wednesday,1140,135
8,saturday,600,245
2,thursday,600,103
5,wednesday,1140,85
1,sunday,960,311
1,sunday,960,310
2,thursday,600,110
10,friday,180,309
6,sunday,900,102
10,friday,180,310
5,saturday,360,241
9,wednesday,780,214
5,saturday,360,240
5,wednesday,900,93
2,monday,1140,205
4,friday,480,438
4,monday,840,267
5,saturday,600,164
5,monday,480,284
4,friday,240,508
1,wednesday,1080,220
4,monday,600,362
5,monday,480,290
4,monday,840,276
8,saturday,600,267
9,wednesday,780,240
2,saturday,780,262
12,wednesday,180,125
12,wednesday,180,124
138,wednesday,120,0
1,wednesday,1080,217
9,monday,360,348
5,wednesday,1140,38
4,sunday,420,505
5,wednesday,1140,18
9,wednesday,780,253
2,saturday,780,245
6,monday,840,77
9,monday,360,349
1,wednesday,1080,203
6,monday,840,87
9,sunday,420,349
2,thursday,600,169
6,wednesday,1020,91
2,thursday,840,67
2,thursday,840,69
5,wednesday,900,158
8,wednesday,1380,107
4,monday,360,512
10,friday,180,367
10,monday,540,316
138,friday,540,0
2,monday,900,242
10,wednesday,0,327
12,friday,1320,6
2,thursday,600,195
8,wednesday,1380,126
5,monday,720,78
138,sunday,0,0
6,friday,480,98
6,friday,480,96
8,monday,960,176
5,monday,720,60
9,monday,600,256
4,friday,720,184
6,wednesday,1020,83
12,friday,1320,36
9,friday,240,350
6,wednesday,1020,87
8,wednesday,1380,95
8,thursday,1020,110
8,thursday,1020,111
8,wednesday,600,182
10,tuesday,1140,55
9,wednesday,1080,278
6,wednesday,900,87
138,monday,1260,0
6,wednesday,900,82
12,saturday,660,64
8,thursday,1020,126
138,saturday,420,0
12,friday,240,139
5,thursday,660,7
5,saturday,1140,145
9,monday,1380,350
5,thursday,660,21
10,tuesday,1140,79
138,tuesday,960,0
5,thursday,660,33
6,wednesday,900,92
12,thursday,540,128
12,tuesday,1200,33
6,sunday,1080,101
5,thursday,660,28
9,monday,1380,347
8,wednesday,600,160
5,saturday,1140,168
10,sunday,660,345
12,tuesday,1200,42
9,monday,600,201
5,wednesday,600,230
8,friday,720,11
8,friday,720,10
9,saturday,120,348
4,monday,540,362
12,thursday,540,119
10,saturday,240,297
2,friday,1020,211
2,friday,1020,193
12,thursday,540,80
9,wednesday,1080,248
8,friday,720,55
10,thursday,840,39
8,wednesday,600,231
9,wednesday,1080,266
9,wednesday,1080,265
9,wednesday,720,172
10,monday,720,3
2,tuesday,900,221
4,wednesday,660,215
4,sunday,840,485
4,sunday,840,486
2,saturday,1080,257
138,wednesday,1380,0
5,monday,120,272
5,monday,120,274
2,saturday,1080,264
1,tuesday,540,205
6,monday,420,104
10,saturday,240,283
2,monday,480,337
9,wednesday,720,204
5,wednesday,600,139
10,monday,720,29
10,thursday,840,97
138,friday,0,0
9,thursday,420,349
1,saturday,360,315
2,friday,660,78
9,thursday,420,345
9,thursday,420,348
5,wednesday,600,123
9,thursday,420,344
10,thursday,840,80
9,wednesday,720,175
10,friday,1260,38
8,friday,720,5
1,saturday,1140,304
8,friday,720,3
1,saturday,1140,305
138,tuesday,1320,0
2,tuesday,900,159
10,sunday,1020,330
10,thursday,840,111
10,sunday,1020,331
4,tuesday,240,505
5,wednesday,600,82
2,monday,480,272
1,tuesday,540,278
5,thursday,660,87
6,tuesday,480,102
6,tuesday,480,101
6,saturday,1020,89
5,monday,900,176
5,wednesday,240,282
4,saturday,1200,414
8,thursday,660,136
12,saturday,1020,57
10,friday,540,162
2,sunday,1140,301
10,tuesday,420,355
12,saturday,1020,42
5,friday,1080,146
8,saturday,420,280
10,wednesday,1200,25
2,thursday,240,298
4,monday,180,502
8,saturday,420,267
138,sunday,480,0
8,saturday,420,272
10,wednesday,780,17
2,tuesday,1260,311
10,wednesday,780,20
8,thursday,660,84
9,saturday,900,345
5,friday,1080,123
4,saturday,60,496
4,saturday,60,494
5,wednesday,1380,241
9,saturday,900,342
10,wednesday,780,40
6,wednesday,120,95
4,saturday,1200,403
8,thursday,660,80
6,thursday,960,88
5,wednesday,1380,222
2,tuesday,1260,268
9,thursday,1140,280
9,thursday,1140,279
6,thursday,960,94
8,thursday,660,71
9,thursday,1140,278
138,monday,180,0
12,friday,600,69
4,saturday,780,345
2,friday,660,108
9,thursday,1140,298
9,wednesday,720,214
5,wednesday,1380,215
1,wednesday,600,217
12,monday,420,142
5,friday,720,32
12,friday,600,99
12,monday,420,141
9,friday,60,350
2,thursday,240,358
138,friday,1080,0
2,thursday,240,356
10,tuesday,420,367
6,thursday,540,93
6,thursday,540,94
2,sunday,1140,289
6,thursday,540,97
8,saturday,1140,139
5,wednesday,1380,185
6,thursday,960,86
5,friday,720,26
4,tuesday,1320,412
8,saturday,1140,134
1,saturday,0,294
2,saturday,720,262
1,monday,120,310
1,saturday,0,284
1,monday,120,307
6,friday,600,79
9,tuesday,660,207
9,tuesday,660,205
12,wednesday,120,106
5,thursday,1020,103
10,wednesday,1200,114
10,friday,540,277
9,friday,1200,328
10,thursday,120,327
1,wednesday,600,149
12,wednesday,900,88
4,saturday,780,311
9,friday,1200,319
1,wednesday,600,141
12,wednesday,900,81
2,saturday,720,289
12,wednesday,900,82
10,thursday,120,311
5,saturday,420,241
10,thursday,120,312
6,friday,1380,92
12,tuesday,60,130
6,friday,1380,91
10,thursday,120,306
12,tuesday,60,134
4,tuesday,1320,478
8,sunday,1200,124
10,wednesday,1200,151
8,sunday,1200,125
5,saturday,420,245
6,friday,600,89
4,friday,1140,395
5,tuesday,540,272
8,wednesday,1320,82
4,friday,1140,386
1,monday,900,227
8,wednesday,1320,95
5,thursday,1020,162
138,sunday,60,0
5,thursday,1020,159
8,wednesday,240,290
8,wednesday,240,293
10,saturday,600,266
8,wednesday,1320,109
8,wednesday,1320,107
6,tuesday,60,94
9,sunday,540,349
5,tuesday,540,242
10,wednesday,60,327
1,sunday,780,305
8,thursday,660,152
10,wednesday,1200,74
1,monday,900,191
1,sunday,780,310
5,thursday,1020,125
12,wednesday,120,124
8,sunday,480,252
8,sunday,780,186
4,thursday,300,509
1,wednesday,1380,290
4,thursday,300,506
1,wednesday,1380,286
8,sunday,480,246
5,friday,0,207
2,sunday,360,307
2,sunday,360,308
9,saturday,840,342
5,tuesday,1260,75
8,friday,0,93
1,wednesday,1380,281
5,friday,0,180
2,wednesday,180,350
12,tuesday,780,57
9,thursday,780,232
12,tuesday,780,55
9,thursday,780,230
6,thursday,180,93
6,thursday,180,92
5,tuesday,960,167
12,tuesday,480,128
8,monday,840,81
5,tuesday,960,161
10,tuesday,360,367
6,thursday,180,101
138,friday,1140,0
6,thursday,180,99
12,tuesday,480,139
2,sunday,780,284
138,thursday,1020,0
8,monday,840,99
5,tuesday,1260,138
10,thursday,480,290
2,sunday,780,239
6,thursday,1320,96
6,thursday,1320,97
9,thursday,780,270
1,tuesday,900,175
9,thursday,780,282
2,monday,840,171
138,friday,720,0
8,sunday,780,208
10,thursday,480,336
1,saturday,420,314
9,thursday,360,349
1,saturday,420,315
8,tuesday,960,126
4,tuesday,600,251
10,thursday,900,97
6,monday,1200,84
9,thursday,360,345
9,thursday,360,346
12,thursday,900,57
5,tuesday,180,274
5,tuesday,180,271
1,tuesday,1260,228
5,tuesday,180,287
5,sunday,780,231
10,thursday,480,326
5,sunday,780,229
4,monday,960,365
4,tuesday,600,196
1,tuesday,1260,253
8,tuesday,960,68
12,sunday,300,73
1,saturday,1080,299
138,wednesday,660,0
1,saturday,1080,304
4,tuesday,600,203
2,monday,840,97
12,sunday,300,88
138,tuesday,540,0
6,sunday,360,102
4,monday,960,419
10,thursday,900,130
2,monday,780,84
2,monday,780,97
10,thursday,900,111
10,thursday,900,108
138,sunday,1200,0
5,thursday,1380,155
6,monday,1140,84
10,thursday,480,387
8,monday,120,313
1,thursday,1020,237
8,monday,120,308
6,sunday,300,102
138,saturday,780,0
12,tuesday,840,57
2,wednesday,540,274
1,thursday,1020,220
1,thursday,1020,227
1,thursday,1020,226
138,monday,900,0
8,thursday,1380,93
10,tuesday,780,42
12,monday,1140,83
9,tuesday,1020,292
9,tuesday,1020,291
6,thursday,240,101
8,sunday,420,246
6,thursday,240,99
9,tuesday,1020,285
9,tuesday,1020,299
9,tuesday,300,347
10,tuesday,0,310
4,saturday,480,502
8,sunday,420,236
9,tuesday,1020,293
2,sunday,420,308
2,sunday,420,307
138,saturday,360,0
9,saturday,480,350
5,thursday,660,179
4,wednesday,1380,477
10,saturday,960,139
10,saturday,960,161
4,tuesday,600,338
8,friday,1080,110
8,wednesday,600,0
5,tuesday,900,120
5,tuesday,900,161
9,saturday,180,348
4,thursday,720,192
8,friday,1080,102
8,sunday,840,186
4,wednesday,1380,469
4,wednesday,1380,473
5,tuesday,1320,138
8,thursday,1380,62
4,thursday,720,210
4,wednesday,1380,463
8,sunday,840,172
1,thursday,660,133
6,thursday,1260,90
4,thursday,1080,393
5,tuesday,1320,206
6,thursday,1260,97
4,thursday,0,473
138,thursday,300,0
4,thursday,720,172
12,thursday,1320,56
12,thursday,1320,53
6,saturday,720,80
4,thursday,720,180
12,thursday,1260,27
6,saturday,720,77
12,thursday,1320,50
4,thursday,1020,373
2,monday,120,357
2,monday,120,358
4,thursday,0,491
9,thursday,0,346
9,thursday,0,347
4,thursday,0,496
2,thursday,1380,318
1,thursday,660,158
4,thursday,0,476
4,thursday,0,477
6,thursday,1260,79
2,thursday,1380,314
10,thursday,1260,61
12,thursday,1260,47
10,thursday,1260,63
12,thursday,180,121
4,thursday,0,483
12,thursday,1260,56
1,tuesday,180,307
8,wednesday,600,120
10,thursday,180,335
10,tuesday,1080,79
2,monday,60,358
12,thursday,180,125
10,tuesday,0,276
12,thursday,180,128
4,thursday,0,506
6,tuesday,840,85
4,saturday,420,502
1,saturday,720,286
1,saturday,720,290
10,tuesday,1080,102
4,thursday,1080,359
12,saturday,660,37
12,tuesday,840,74
2,wednesday,540,200
4,thursday,1080,351
4,thursday,1020,393
8,friday,0,168
10,thursday,180,312
6,tuesday,840,94
6,saturday,660,82
4,thursday,1020,395
8,wednesday,600,100
4,thursday,1080,373
1,thursday,660,122
1,thursday,660,109
8,wednesday,600,97
4,thursday,1020,408
10,thursday,180,327
10,thursday,180,322
6,saturday,660,77
12,monday,60,136
1,wednesday,540,273
2,tuesday,480,343
8,friday,1140,91
12,monday,60,135
1,sunday,1140,307
12,monday,60,130
1,sunday,1140,314
5,thursday,600,179
12,thursday,120,125
4,thursday,660,210
4,thursday,660,211
8,thursday,600,136
6,wednesday,480,96
6,tuesday,780,68
6,wednesday,480,98
5,thursday,600,219
5,friday,1020,146
8,friday,1140,110
4,thursday,660,192
5,friday,1020,155
4,tuesday,540,338
138,monday,840,0
12,friday,540,99
138,tuesday,1380,0
6,tuesday,780,85
5,thursday,600,262
9,saturday,540,350
9,saturday,540,349
2,thursday,660,75
1,wednesday,540,217
10,thursday,60,259
2,tuesday,480,273
4,tuesday,540,420
6,thursday,600,94
6,thursday,600,93
8,friday,1020,100
8,friday,1020,102
12,friday,540,127
2,thursday,660,103
5,monday,540,257
10,wednesday,1140,25
12,thursday,120,122
2,thursday,660,47
10,thursday,1200,63
10,friday,120,309
12,friday,660,69
9,friday,420,350
10,wednesday,1140,7
4,thursday,660,259
5,monday,540,284
6,thursday,600,71
6,thursday,600,69
10,thursday,1260,4
10,thursday,60,275
2,wednesday,900,136
10,wednesday,420,385
10,wednesday,420,391
9,monday,1020,290
6,friday,1020,88
2,friday,720,78
10,friday,1320,38
9,monday,1020,272
5,sunday,840,231
5,sunday,840,230
10,thursday,1200,21
10,friday,120,292
6,thursday,900,93
6,thursday,900,94
1,monday,1200,212
6,thursday,900,84
6,thursday,900,86
6,friday,1020,84
9,monday,1020,302
2,wednesday,900,148
10,friday,1320,0
4,wednesday,240,503
10,friday,960,104
2,friday,720,56
8,tuesday,900,22
12,sunday,360,101
5,thursday,600,126
2,wednesday,900,189
9,tuesday,1080,285
2,thursday,1020,172
10,friday,960,128
10,sunday,300,288
2,friday,1080,246
2,thursday,1020,180
9,tuesday,1080,276
2,thursday,1020,181
10,friday,960,134
8,monday,540,232
4,wednesday,600,337
138,tuesday,1260,0
12,sunday,360,88
138,thursday,0,0
138,sunday,420,0
8,tuesday,900,68
2,wednesday,900,212
5,thursday,720,25
10,friday,840,93
5,thursday,720,21
5,thursday,720,23
12,saturday,300,103
8,friday,660,55
9,saturday,1200,347
5,thursday,1380,180
9,saturday,60,347
9,saturday,60,348
1,thursday,300,302
9,monday,660,201
2,wednesday,1260,251
6,wednesday,960,91
1,thursday,300,310
5,thursday,720,28
8,saturday,60,102
4,friday,60,507
4,friday,60,508
6,wednesday,960,92
10,sunday,300,299
6,wednesday,960,87
2,wednesday,1260,268
138,tuesday,180,0
1,friday,0,294
1,friday,0,299
9,sunday,600,349
8,monday,540,275
10,thursday,540,290
4,thursday,360,509
4,thursday,360,506
138,sunday,900,0
12,saturday,300,89
2,wednesday,1260,301
10,thursday,540,177
4,wednesday,600,245
12,thursday,900,77
4,wednesday,600,249
8,friday,660,121
5,thursday,240,269
8,thursday,720,0
6,thursday,1380,95
8,saturday,60,34
6,thursday,1380,96
12,thursday,900,64
4,monday,900,365
5,thursday,240,279
5,thursday,240,278
12,thursday,900,62
12,wednesday,1200,90
6,thursday,120,93
6,thursday,120,94
12,wednesday,1200,79
4,wednesday,600,215
6,thursday,120,101
12,wednesday,1200,62
6,monday,60,99
12,wednesday,1200,55
12,wednesday,1200,53
5,thursday,1080,125
8,tuesday,1260,71
10,wednesday,1140,74
1,tuesday,900,209
5,sunday,480,253
5,friday,660,42
5,sunday,480,256
10,thursday,780,39
10,thursday,60,311
5,friday,660,28
6,monday,60,104
5,friday,660,32
10,thursday,60,306
5,friday,660,33
8,thursday,720,71
2,thursday,660,110
4,sunday,1200,486
9,tuesday,720,224
10,wednesday,1140,52
8,thursday,720,21
8,thursday,720,25
138,thursday,1080,0
4,monday,900,276
10,thursday,780,1
8,thursday,720,30
10,thursday,540,161
9,tuesday,720,207
4,sunday,1200,495
10,thursday,780,0
10,friday,840,29
9,friday,1140,318
5,thursday,1080,63
9,friday,1140,319
9,friday,1140,327
4,friday,780,184
1,tuesday,120,307
4,thursday,1140,351
6,friday,540,89
8,tuesday,180,300
4,thursday,1140,359
6,friday,540,96
8,tuesday,180,305
8,tuesday,1260,96
12,friday,1380,21
9,monday,660,216
8,thursday,720,80
2,wednesday,1260,217
12,friday,1380,14
5,thursday,1080,103
4,thursday,1140,343
4,thursday,1140,316
12,friday,1380,6
10,sunday,1380,331
138,wednesday,1020,0
6,wednesday,1320,93
8,thursday,0,215
12,friday,1260,36
6,wednesday,1320,89
9,sunday,960,348
6,wednesday,1320,91
12,friday,1260,41
1,wednesday,1260,234
4,friday,420,508
8,thursday,0,209
5,thursday,1080,8
10,monday,360,393
12,monday,780,106
4,wednesday,1080,369
4,wednesday,1080,367
6,tuesday,1200,89
8,thursday,1320,62
138,monday,120,0
4,monday,1260,384
4,tuesday,960,358
4,wednesday,1080,374
138,saturday,1140,0
6,tuesday,1200,77
8,thursday,0,241
10,sunday,1380,285
138,sunday,1260,0
5,thursday,1080,39
12,monday,780,80
10,monday,360,392
1,wednesday,1260,219
2,tuesday,840,90
5,thursday,1080,22
5,wednesday,1320,185
2,thursday,300,357
10,saturday,600,164
2,thursday,300,358
8,thursday,0,147
2,thursday,300,356
4,wednesday,720,179
8,thursday,240,301
8,thursday,240,299
4,wednesday,720,162
4,wednesday,1320,463
4,tuesday,960,413
4,wednesday,1320,469
1,wednesday,1260,264
8,monday,180,315
4,wednesday,720,146
9,friday,900,318
8,thursday,0,176
1,wednesday,1260,257
138,tuesday,660,0
5,friday,420,235
9,friday,900,314
4,wednesday,1080,394
4,wednesday,720,129
5,monday,1260,76
8,monday,180,313
5,wednesday,1320,222
1,tuesday,1380,273
1,tuesday,1380,279
2,thursday,180,358
12,wednesday,480,115
12,wednesday,480,122
5,wednesday,1320,130
1,monday,480,308
138,thursday,720,0
10,monday,0,331
4,wednesday,1320,416
8,wednesday,960,71
2,thursday,180,323
2,thursday,180,324
6,friday,180,94
4,wednesday,1320,418
6,friday,180,95
1,monday,480,272
9,sunday,840,348
5,wednesday,1320,164
138,wednesday,540,0
8,monday,1260,176
1,friday,1080,260
8,thursday,240,220
8,thursday,240,218
1,friday,1080,252
10,monday,0,363
8,wednesday,960,103
8,saturday,420,234
2,thursday,180,297
2,thursday,180,298
10,wednesday,780,61
6,saturday,300,93
6,saturday,300,91
8,thursday,1080,97
12,sunday,1080,88
9,wednesday,360,350
8,tuesday,540,268
9,friday,780,247
9,wednesday,360,349
1,sunday,420,311
2,tuesday,840,159
1,sunday,420,310
8,wednesday,960,124
8,thursday,1080,106
8,thursday,1080,111
8,saturday,420,227
9,friday,780,261
12,sunday,1080,113
2,saturday,360,324
5,saturday,60,162
12,sunday,1080,120
8,thursday,1080,126
10,friday,480,373
2,thursday,540,195
5,saturday,60,185
2,wednesday,1380,317
1,monday,840,131
1,wednesday,660,107
2,tuesday,120,349
1,wednesday,660,112
9,wednesday,0,350
1,wednesday,180,305
8,wednesday,960,138
2,wednesday,1380,314
6,sunday,720,102
5,monday,900,152
8,tuesday,540,221
10,monday,1080,49
4,thursday,1380,498
4,thursday,1380,496
10,monday,1080,42
6,wednesday,840,92
12,friday,1020,61
6,friday,660,79
6,friday,660,77
12,friday,1020,69
8,monday,900,135
5,friday,1380,143
12,friday,180,139
2,wednesday,1380,289
2,thursday,540,169
12,wednesday,840,50
138,sunday,180,0
5,wednesday,960,180
12,friday,180,129
5,thursday,600,33
8,saturday,780,137
5,friday,1380,126
9,monday,300,349
10,wednesday,1260,181
2,wednesday,1380,274
2,monday,1200,205
6,wednesday,840,82
1,wednesday,660,141
8,saturday,780,111
6,wednesday,840,81
5,monday,180,274
9,friday,1260,328
5,monday,180,273
6,wednesday,840,77
1,wednesday,660,149
8,monday,900,99
10,wednesday,1260,171
9,friday,1260,330
5,saturday,780,7
12,wednesday,840,82
4,sunday,480,505
12,friday,660,43
5,sunday,1200,202
12,wednesday,840,88
5,wednesday,960,158
1,wednesday,1020,217
10,wednesday,1260,151
12,wednesday,840,66
5,saturday,300,234
8,thursday,600,214
5,wednesday,960,167
8,thursday,360,301
5,wednesday,960,165
1,wednesday,1020,233
10,friday,480,277
8,thursday,360,293
8,thursday,360,294
1,sunday,900,312
9,monday,540,256
1,wednesday,1020,220
1,sunday,900,310
1,friday,720,118
10,wednesday,1260,114
5,saturday,780,16
5,friday,1140,71
1,wednesday,1020,243
8,thursday,0,126
2,thursday,540,262
9,sunday,480,349
12,sunday,720,80
4,wednesday,0,487
12,sunday,720,89
1,monday,840,191
2,saturday,0,245
6,wednesday,240,95
5,sunday,1200,238
138,wednesday,300,0
1,friday,720,124
4,wednesday,0,503
9,friday,180,350
6,friday,1260,73
8,thursday,600,152
4,wednesday,0,495
4,wednesday,0,494
9,monday,540,327
5,saturday,300,240
9,sunday,1320,350
138,sunday,780,0
2,saturday,0,270
10,sunday,660,279
6,monday,780,77
6,friday,1260,90
5,friday,1140,123
138,tuesday,900,0
8,thursday,600,173
10,friday,240,367
6,monday,780,63
9,sunday,1320,348
2,thursday,540,271
4,monday,540,442
9,monday,720,216
2,friday,1140,246
10,tuesday,840,120
2,monday,360,357
2,monday,360,358
9,tuesday,960,299
9,monday,720,234
10,monday,1380,276
10,friday,1200,104
2,friday,1140,269
2,thursday,900,203
2,monday,540,185
2,thursday,900,208
2,wednesday,480,274
10,friday,1200,92
10,friday,1200,91
10,monday,1380,236
10,friday,1200,75
9,tuesday,960,315
5,friday,780,38
10,tuesday,840,42
138,saturday,120,0
5,friday,780,26
12,tuesday,1080,40
2,wednesday,480,334
12,tuesday,1080,55
2,thursday,900,168
2,thursday,900,167
9,tuesday,1140,276
4,thursday,600,342
6,thursday,840,85
6,thursday,840,84
8,friday,780,5
138,sunday,360,0
8,friday,780,2
9,tuesday,1140,299
6,thursday,840,69
1,friday,240,309
